1541217101683, Voiculescu, Alexandru, masculin, 1976
2740103153932, Fulga, Nicoleta, feminin, 1998
2940821157057, Gliga, Anda, feminin, 2021
1711006165702, Badea, Robert, masculin, 1994
2840204251285, Munteanu, Florina, feminin, 2011
1621223381714, Fulga, Vlad, masculin, 1986
1921231254158, Mureseanu, Robert, masculin, 2014
2770403297159, Danciu, Flavia, feminin, 1996
1641021066671, Ene, Alexandru, masculin, 1983
1770228286469, Nastase, Alexandru, masculin, 1997
1851213132433, Dragulescu, Mihai, masculin, 2005
2570603205712, Opris, Natalia, feminin, 1983
1730424036985, Voiculescu, Horia, masculin, 1998
2531130212850, Pop, Dora, feminin, 1976
2581225269411, Opris, Ioana, feminin, 1982
2830109352316, Macovei, Ada, feminin, 2007
2770223268252, Stanciu, Anca, feminin, 2001
2630225374099, Craciun, Florina, feminin, 1981
1720310276694, Pacuraru, Sergiu, masculin, 1996
2980712376350, Medeleanu, Otlia, feminin, 2022
1911223369060, Dogaru, Cosmin, masculin, 2013
1611206247034, Craciun, Ciprian, masculin, 1981
2860111522258, Gliga, Ada, feminin, 2010
2910807291921, Voiculescu, Flavia, feminin, 2018
1660924361402, Ene, David, masculin, 1992
2701103207439, Pop, Maria, feminin, 1992
1880114240509, Lazar, Robert, masculin, 2013
2600420127099, Hosu, Flavia, feminin, 1987
2960520162527, Hetco, Simina, feminin, 2021
1970408260524, Opris, Cosmin, masculin, 2022
2640527339796, Medeleanu, Flavia, feminin, 1983
1690424526676, Gliga, Sergiu, masculin, 1993
2771214175740, Neagu, Otlia, feminin, 1997
1790222033901, Mureseanu, Sergiu, masculin, 1999
1780119098400, Pacuraru, Robert, masculin, 2001
1820316268471, Nastase, Raul, masculin, 2009
1981118379422, Filipoaie, Paul, masculin, 2017
1840209139185, Herlea, Sergiu, masculin, 2010
2730708057515, Lazar, Ioana, feminin, 1991
1580520127938, Voiculescu, David, masculin, 1978
2680121161359, Gruia, Anda, feminin, 1993
1671202043525, Ene, Alexandru, masculin, 1985
1810805259703, Sabau, Cosmin, masculin, 2003
1960202068703, Stanciu, Ciprian, masculin, 2022
1851203298551, Filipoaie, Claudiu, masculin, 2009
1770802094372, Danciu, Doru, masculin, 2002
1950307329091, Badea, Claudiu, masculin, 2020
2890128263426, Danciu, Simina, feminin, 2014
2950518249419, Baciu, Alexandra, feminin, 2020
1631125155176, Gruia, David, masculin, 1987
2830416177941, Danciu, Simina, feminin, 2005
1700827158844, Nicoara, Andrei, masculin, 1995
2810802137168, Hosu, Simina, feminin, 2007
1740727308071, Medeleanu, Albert, masculin, 1998
2931012388513, Gliga, Ioana, feminin, 2019
1940906324562, Manole, Matei, masculin, 2016
2930616275699, Stanciu, Alexandra, feminin, 2016
2670327180451, Grigorescu, Florina, feminin, 1987
1791027053493, Pop, Albert, masculin, 2004
2680101251558, Nicoara, Maria, feminin, 1985
1960308152361, Manole, Alexandru, masculin, 2023
2730426136717, Macovei, Ioana, feminin, 1992
2790419516261, Ene, Nicoleta, feminin, 2004
2600109204888, Sabau, Ada, feminin, 1983
2550305154282, Ionita, Ada, feminin, 1978
1710327172504, Lazar, Claudiu, masculin, 1992
1960618386459, Craciun, Vlad, masculin, 2018
2550819201019, Mureseanu, Ada, feminin, 1981
2861118232577, Gruia, Elena, feminin, 2005
1771126113960, Filipoaie, Matei, masculin, 1997
2521001341186, Herlea, Natalia, feminin, 1971
2890519376522, Ene, Alexandra, feminin, 2008
1690407329769, Stanciu, Vlad, masculin, 1991
1630715527064, Hosu, Raul, masculin, 1990
2861219307485, Pop, Izabela, feminin, 2013
1900715207441, Filipoaie, Codrut, masculin, 2011
1730819241493, Grigorescu, Sergiu, masculin, 1994
1670916258837, Opris, Albert, masculin, 1994
2991021387798, Ene, Simina, feminin, 2017
1760430215166, Gliga, Codrut, masculin, 1995
1590504109123, Stanciu, Cornel, masculin, 1977
1621011020908, Gruia, David, masculin, 1984
1961207383872, Gliga, Raul, masculin, 2018
1590309022877, Voiculescu, Ciprian, masculin, 1983
2710125283260, Badea, Ada, feminin, 1994
1570305281279, Dragulescu, David, masculin, 1984
2530105102142, Medeleanu, Anda, feminin, 1976
1820227090950, Ionita, Codrut, masculin, 2000
2711022083519, Gliga, Natalia, feminin, 1996
2601210298768, Gruia, Natalia, feminin, 1978
1760725286276, Gruia, Mihai, masculin, 2000
2720307159646, Ionita, Izabela, feminin, 1990
1970507371151, Manole, Alexandru, masculin, 2019
1831112045763, Baciu, Vlad, masculin, 2002
1830118072596, Stanciu, Andrei, masculin, 2001
2870122296376, Dragulescu, Simina, feminin, 2011
2580913518871, Hetco, Florina, feminin, 1985
1680821382984, Hosu, Vlad, masculin, 1986
1950421363088, Filipoaie, Sergiu, masculin, 2022
2720504049352, Manole, Anda, feminin, 1994
1670326099705, Toderas, Andrei, masculin, 1991
2860706379210, Voiculescu, Alexandra, feminin, 2005
1900121034174, Hetco, Sergiu, masculin, 2008
2920812010541, Toderas, Florina, feminin, 2015
1901231258540, Dragulescu, Albert, masculin, 2010
1680510251828, Dogaru, Paul, masculin, 1990
2861105170446, Nicoara, Anca, feminin, 2009
1831115380230, Gliga, Cosmin, masculin, 2008
2950819054333, Ionita, Nicoleta, feminin, 2016
1810218359144, Opris, Alexandru, masculin, 2001
2721022195827, Stanciu, Natalia, feminin, 1997
2580928223912, Nicoara, Simina, feminin, 1980
1820316295127, Hetco, Andrei, masculin, 2007
1901008381210, Badea, Alexandru, masculin, 2010
2690916341068, Dogaru, Flavia, feminin, 1990
1520507382246, Nastase, Robert, masculin, 1974
2610922393064, Medeleanu, Izabela, feminin, 1984
1860314304435, Neagu, Cosmin, masculin, 2012
1660105382325, Dragulescu, Cornel, masculin, 1992
1860107053526, Neagu, Alexandru, masculin, 2009
2500713189971, Opris, Izabela, feminin, 1972
1550908183017, Fulga, Vlad, masculin, 1974
1890624028834, Baciu, Horia, masculin, 2013
2580908101903, Sabau, Maria, feminin, 1976
1620109062173, Badea, Vlad, masculin, 1983
2780627067796, Voiculescu, Izabela, feminin, 2000
2850228097800, Pop, Simina, feminin, 2010
1960310372561, Dragulescu, Ciprian, masculin, 2015
2820331324263, Fulga, Adriana, feminin, 2008
1531209027557, Zarnescu, Albert, masculin, 1972
2581111048517, Herlea, Florina, feminin, 1976
1510803050938, Voiculescu, Matei, masculin, 1976
1830612102508, Neagu, Robert, masculin, 2010
1750313332156, Baciu, Vlad, masculin, 1998
2650518286068, Medeleanu, Izabela, feminin, 1990
1630211344507, Fulga, Cosmin, masculin, 1986
1900122106752, Ionita, Doru, masculin, 2010
1920412024032, Dragulescu, Doru, masculin, 2014
1560115219431, Fulga, Cornel, masculin, 1975
2580515100433, Ene, Nicoleta, feminin, 1983
1930904254267, Lazar, Cosmin, masculin, 2011
2650117314784, Sabau, Anca, feminin, 1983
2870306139101, Grigorescu, Izabela, feminin, 2014
2910902264766, Hetco, Elena, feminin, 2010
1901219114685, Dogaru, Horia, masculin, 2010
1591231220519, Hosu, Andrei, masculin, 1977
1530411178043, Mureseanu, Andrei, masculin, 1972
1530506514541, Voiculescu, Matei, masculin, 1980
2570620036000, Pop, Natalia, feminin, 1982
1800306153884, Munteanu, Claudiu, masculin, 2001
1940815030918, Sabau, Paul, masculin, 2021
1510212254181, Grigorescu, Stefan, masculin, 1978
2621221365187, Nicoara, Otlia, feminin, 1989
2590321186632, Hetco, Maria, feminin, 1986
1550315051138, Ionita, Doru, masculin, 1981
1550813512180, Danciu, Alexandru, masculin, 1974
2620808261569, Munteanu, Andreea, feminin, 1985
2720126283915, Herlea, Elena, feminin, 1994
1920104324422, Voiculescu, Codrut, masculin, 2014
2880603319705, Ionita, Natalia, feminin, 2010
1920913060091, Nastase, David, masculin, 2017
2680620315025, Ene, Alexandra, feminin, 1994
1990422097411, Stanciu, Robert, masculin, 2018
2600414066499, Gruia, Andreea, feminin, 1980
2960108327694, Neagu, Anca, feminin, 2021
1531123392715, Badea, Mihai, masculin, 1974
2700115295345, Munteanu, Adriana, feminin, 1988
2651124072968, Ionita, Ioana, feminin, 1984
1930613123427, Danciu, Claudiu, masculin, 2018
1570504253581, Nicoara, Robert, masculin, 1984
2580412306775, Sabau, Flavia, feminin, 1980
1521127257869, Macovei, Stefan, masculin, 1971
2721113154841, Stanciu, Florina, feminin, 1990
2500812385515, Medeleanu, Ada, feminin, 1977
1700528052111, Voiculescu, Alexandru, masculin, 1994
2920901276540, Lazar, Otlia, feminin, 2017
1580610355936, Dogaru, Andrei, masculin, 1977
1860101125814, Manole, Codrut, masculin, 2005
2800116025731, Manole, Zenobia, feminin, 2005
1830522351331, Pacuraru, David, masculin, 2001
1850518357913, Toderas, Albert, masculin, 2011
2880402263878, Lazar, Otlia, feminin, 2006
1530514021337, Danciu, Claudiu, masculin, 1975
2790608307972, Sabau, Anca, feminin, 1997
1580714190386, Mureseanu, Andrei, masculin, 1978
2850521124906, Neagu, Alexandra, feminin, 2007
1651022287979, Gruia, Doru, masculin, 1983
1750920209544, Ionita, Stefan, masculin, 1994
1920411275161, Medeleanu, Matei, masculin, 2016
2930322088355, Neagu, Florina, feminin, 2012
1841214317712, Dragulescu, Cornel, masculin, 2006
2670411212431, Pacuraru, Adriana, feminin, 1994
1910911228137, Stanciu, Horia, masculin, 2009
2571210227252, Hetco, Ioana, feminin, 1982
2571227216078, Dogaru, Adriana, feminin, 1982
2641123187480, Voiculescu, Alexandra, feminin, 1990
1560509132599, Dragulescu, Doru, masculin, 1976
2820226270022, Pacuraru, Zenobia, feminin, 2007
1710827287122, Pop, Albert, masculin, 1994
2800218268841, Filipoaie, Flavia, feminin, 2003
2570104395354, Nastase, Izabela, feminin, 1974
1900621063996, Dragulescu, Cornel, masculin, 2016
2580616145217, Sabau, Izabela, feminin, 1985
1561128115587, Danciu, Claudiu, masculin, 1983
2750408353918, Badea, Alexandra, feminin, 2001
2990913331248, Danciu, Anca, feminin, 2023
2650801210271, Dogaru, Alexandra, feminin, 1986
1881122193823, Nicoara, David, masculin, 2012
2620115232935, Neagu, Andreea, feminin, 1985
2820822207047, Opris, Ingrid, feminin, 2006
1660927095111, Dogaru, Horia, masculin, 1993
1681202254111, Sabau, Vlad, masculin, 1988
1560808381685, Mureseanu, Andrei, masculin, 1976
1740707322759, Danciu, Sergiu, masculin, 1998
1780301350161, Badea, Doru, masculin, 2001
1860713093935, Badea, Robert, masculin, 2006
1810924097173, Craciun, Raul, masculin, 2005
1900701248456, Pacuraru, Andrei, masculin, 2016
1901109053116, Toderas, Doru, masculin, 2014
2790717092641, Lazar, Florina, feminin, 2006
1851014254105, Macovei, Matei, masculin, 2012
2620930332401, Fulga, Nicoleta, feminin, 1982
2900901353484, Mureseanu, Flavia, feminin, 2010
1700210282913, Macovei, Ciprian, masculin, 1991
1740421146081, Herlea, Ciprian, masculin, 1996
2990607092766, Baciu, Zenobia, feminin, 2018
1920718302724, Herlea, David, masculin, 2018
1530710077818, Sabau, Paul, masculin, 1977
1670106298241, Nastase, Claudiu, masculin, 1986
1661118242491, Nastase, Andrei, masculin, 1993
2831220232828, Macovei, Flavia, feminin, 2004
1980728094246, Craciun, Matei, masculin, 2024
1860711148097, Stanciu, Stefan, masculin, 2004
2880122342848, Munteanu, Andreea, feminin, 2007
6000107133631, Lazar, Izabela, feminin, 2017
2760807175754, Grigorescu, Mihaela, feminin, 1995
2520814069692, Stanciu, Anca, feminin, 1979
1761127180791, Medeleanu, Horia, masculin, 2001
1750712180410, Ionita, Codrut, masculin, 1998
1571122291977, Manole, Sergiu, masculin, 1984
1630412043356, Opris, David, masculin, 1987
2730531125041, Neagu, Simina, feminin, 1998
1930214213684, Neagu, Cornel, masculin, 2015
1841216238924, Nastase, Robert, masculin, 2008
2640606314815, Grigorescu, Ada, feminin, 1986
1990427358183, Lazar, Mihai, masculin, 2021
2780425292930, Zarnescu, Elena, feminin, 2003
2680120284247, Ene, Flavia, feminin, 1991
1900703512039, Stanciu, Ciprian, masculin, 2017
2590622228793, Hosu, Dora, feminin, 1986
1960820190826, Mureseanu, Codrut, masculin, 2020
1661001362482, Dogaru, Vlad, masculin, 1985
2910731199011, Gruia, Otlia, feminin, 2015
2991016247805, Pacuraru, Flavia, feminin, 2021
2710720213233, Grigorescu, Andreea, feminin, 1994
1830204131948, Pop, Vlad, masculin, 2003
1561009134007, Toderas, Albert, masculin, 1982
2940715227975, Danciu, Flavia, feminin, 2021
2671109261330, Nicoara, Ada, feminin, 1989
1630406202559, Hosu, Raul, masculin, 1989
1921112183625, Voiculescu, Albert, masculin, 2017
1890317056634, Opris, Andrei, masculin, 2012
2800819088233, Badea, Dora, feminin, 2000
1730425270684, Mureseanu, Stefan, masculin, 1994
2991215303520, Neagu, Nicoleta, feminin, 2019
1931017140695, Nastase, Albert, masculin, 2020
2801211040545, Neagu, Simina, feminin, 2004
2580905073259, Medeleanu, Anca, feminin, 1978
1740823327194, Gruia, Claudiu, masculin, 1996
1990303280431, Craciun, Ciprian, masculin, 2018
2780919176590, Sabau, Ioana, feminin, 1997
1521114362202, Nastase, Horia, masculin, 1973
2730709513835, Medeleanu, Ioana, feminin, 1997
2810610185676, Nastase, Alexandra, feminin, 2002
1761226262072, Ionita, Vlad, masculin, 1996
1920626299391, Herlea, Sergiu, masculin, 2013
2620422209008, Hosu, Dora, feminin, 1988
2890531271951, Grigorescu, Florina, feminin, 2007
1760430108435, Neagu, Stefan, masculin, 1997
1930323088858, Danciu, Sergiu, masculin, 2019
1820425113365, Lazar, Paul, masculin, 2005
1810407084005, Grigorescu, Albert, masculin, 2006
1750917353570, Hetco, Claudiu, masculin, 1994
2750709268735, Nastase, Ioana, feminin, 2001
1800208285664, Badea, Raul, masculin, 1998
2610908515846, Toderas, Ada, feminin, 1986
2771009112266, Nastase, Anda, feminin, 2002
1531217101757, Gruia, Claudiu, masculin, 1980
2750422068702, Nastase, Elena, feminin, 1994
2730321038206, Gruia, Ioana, feminin, 1993
1950503377712, Badea, Matei, masculin, 2018
2650703350963, Pop, Otlia, feminin, 1990
2630515513318, Munteanu, Natalia, feminin, 1984
2870624397812, Nicoara, Ada, feminin, 2013
2510616056082, Manole, Andreea, feminin, 1974
1540617184851, Pacuraru, Horia, masculin, 1973
1991028199831, Medeleanu, Ciprian, masculin, 2022
2800118023648, Gruia, Alexandra, feminin, 2000
2980323248543, Zarnescu, Ioana, feminin, 2022
2650825118010, Ionita, Ingrid, feminin, 1985
1990607058725, Craciun, Robert, masculin, 2024
1590302055585, Stanciu, Doru, masculin, 1982
1690419271768, Opris, Raul, masculin, 1993
2980518184971, Dragulescu, Simina, feminin, 2016
2990513024417, Baciu, Anca, feminin, 2017
2710524528913, Hosu, Simina, feminin, 1992
2800208365770, Hetco, Anda, feminin, 2000
2580602046270, Gruia, Ioana, feminin, 1982
1670111154256, Baciu, Doru, masculin, 1991
2590927093557, Nastase, Natalia, feminin, 1979
2900128056787, Toderas, Florina, feminin, 2015
1550724101651, Danciu, Raul, masculin, 1976
1650711365157, Filipoaie, Vlad, masculin, 1986
2870615261730, Ene, Natalia, feminin, 2005
2770604512026, Stanciu, Dora, feminin, 1997
2990923156731, Badea, Flavia, feminin, 2019
2610404360484, Zarnescu, Maria, feminin, 1979
1890810010754, Manole, Cornel, masculin, 2015
1941206141794, Neagu, Paul, masculin, 2019
2831110231188, Zarnescu, Ingrid, feminin, 2002
2881024314161, Toderas, Alexandra, feminin, 2013
1510321034342, Dogaru, David, masculin, 1971
1660321184076, Pacuraru, Albert, masculin, 1987
1500323526960, Dogaru, Albert, masculin, 1975
1910316028586, Ionita, Matei, masculin, 2012
1970618376927, Baciu, Vlad, masculin, 2016
1830509294779, Medeleanu, Sergiu, masculin, 2007
1970625315749, Sabau, Vlad, masculin, 2017
1670227146601, Fulga, Codrut, masculin, 1989
1890621029647, Grigorescu, Claudiu, masculin, 2010
1860606278039, Pacuraru, Stefan, masculin, 2013
2640309050808, Gliga, Ioana, feminin, 1990
2851210344637, Filipoaie, Adriana, feminin, 2006
1780708368625, Ene, Matei, masculin, 2002
1880526165966, Stanciu, Codrut, masculin, 2006
2941017115412, Pacuraru, Nicoleta, feminin, 2021
2540511263450, Fulga, Florina, feminin, 1978
1600902047313, Herlea, Horia, masculin, 1983
1571024511800, Baciu, Claudiu, masculin, 1978
1520215341224, Zarnescu, Albert, masculin, 1971
1511216367884, Sabau, Albert, masculin, 1974
2610331078793, Herlea, Anda, feminin, 1981
1521226013309, Macovei, Horia, masculin, 1972
1501016141567, Macovei, Matei, masculin, 1974
1781222055473, Pop, Cosmin, masculin, 2000
2660228087120, Nastase, Otlia, feminin, 1986
1761025125470, Ene, Alexandru, masculin, 1998
2710312252291, Craciun, Alexandra, feminin, 1994
1780123294677, Pacuraru, Cornel, masculin, 2004
2670717084624, Nicoara, Dora, feminin, 1989
